,name,text
1816,Y91i,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 28, 38, 40, 41 HSPA, LTE 2018, November Available. Released 2018, November 155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in) 163.5 g (5.78 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.2 inches, 95.9 cm2 (~82.4% screen-to-body ratio) 720 x 1520 pixels, 19:9 ratio (~271 ppi density) Android 8.1 (Oreo), Funtouch 4.5 Qualcomm SDM439 Snapdragon 439 (12 nm) Octa-core (4x1.95 GHz Cortex-A53 & 4x1.45 GHz Cortex A53) Adreno 505 microSDXC 16GB 2GB RAM eMMC 5.1 13 MP, f/2.2, PDAF
2 MP, f/2.4, (depth) LED flash, panorama 1080p@30fps 8 MP, f/2.0  Yes Yes Wi-Fi 802.11 b/g/n, Wi-Fi Direct 4.2, A2DP, LE GPS, GLONASS, BDS No FM radio microUSB 2.0, OTG Fingerprint (rear-mounted), accelerometer, proximity, compass Li-Po 4030 mAh, non-removable Starry Black, Ocean Blue, Red About 130 EUR "
1817,Y81i,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 7, 8, 38, 40, 41 HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps 2018, October Available. Released 2018, November 155.1 x 75 x 7.8 mm (6.11 x 2.95 x 0.31 in) 143 g (5.04 oz) Glass front (Gorilla Glass), plastic back, plastic frame Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.22 inches, 96.6 cm2 (~83.0% screen-to-body ratio) 720 x 1520 pixels, 19:9 ratio (~270 ppi density) Corning Gorilla Glass Android 8.1 (Oreo), Funtouch 4 Mediatek MT6761 Helio A22 (12 nm) Quad-core 2.0 GHz Cortex-A53 PowerVR GE8320 microSDXC (dedicated slot) 16GB 2GB RAM eMMC 5.1 13 MP, f/2.2, PDAF LED flash, HDR, panorama 1080p@30fps 5 MP, f/2.2  Yes Yes Wi-Fi 802.11 b/g/n, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, BDS No FM radio microUSB 2.0, OTG Accelerometer, proximity, compass Li-Po 3260 mAh, non-removable Black, Red 1812, 1812_19 About 130 EUR "
1818,Y71i,"GSM / HSPA / LTE GSM 900 / 1800 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE 2018, October Available. Released 2018, October 155.9 x 75.7 x 7.8 mm (6.14 x 2.98 x 0.31 in) 150 g (5.29 oz) Glass front (Gorilla Glass 3), aluminum back, aluminum frame Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.0 inches, 92.9 cm2 (~78.7% screen-to-body ratio) 720 x 1440 pixels, 18:9 ratio (~268 ppi density) Corning Gorilla Glass 3 Android 8.1 (Oreo), Funtouch 4 Qualcomm MSM8917 Snapdragon 425 (28 nm) Quad-core 1.4 GHz Cortex-A53 Adreno 308 microSDXC (dedicated slot) 16GB 2GB RAM eMMC 5.1 8 MP, f/2.2, AF LED flash, HDR 1080p@30fps 5 MP, f/2.0  Yes Yes Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA 4.2, A2DP, LE GPS, GLONASS No FM radio microUSB 2.0, OTG Accelerometer, proximity, compass Li-Ion 3360 mAh, non-removable Black, Gold 1801 About 120 EUR "
1819,V9 Youth,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 1900 / 2100 1, 3, 5, 8, 38, 40, 41 HSPA, LTE 2018, April Available. Released 2018, April 154.8 x 75.1 x 7.9 mm (6.09 x 2.96 x 0.31 in) 150 g (5.29 oz) Glass front (Gorilla Glass 3), plastic back, plastic frame Dual SIM (Nano-SIM, dual stand-by) IPS LCD 6.3 inches, 99.1 cm2 (~85.2% screen-to-body ratio) 1080 x 2280 pixels, 19:9 ratio (~400 ppi density) Corning Gorilla Glass 3 Android 8.1 (Oreo), Funtouch 4 Qualcomm SDM450 Snapdragon 450 (14 nm) Octa-core 1.8 GHz Cortex-A53 Adreno 506 microSDXC (dedicated slot) 32GB 4GB RAM, 64GB 4GB RAM eMMC 5.1 16 MP, PDAF
2 MP, (depth)
or
13 MP, PDAF
2 MP, (depth) (China only) Dual-LED flash, HDR, panorama 1080p@30fps 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct 4.2, A2DP, LE GPS, GLONASS, BDS No FM radio, recording microUSB 2.0, OTG Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass Li-Ion 3260 mAh, non-removable Champagne Gold, Pearl Black, Red 1727, 1726 About 260 EUR "
1820,X21,"GSM / CDMA / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 & TD-SCDMA HSDPA 850 / 900 / 1900 / 2100 1, 2, 3, 5, 8, 34, 38, 39, 40, 41 HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps 2018, March Available. Released 2018, March 154.5 x 74.8 x 7.4 mm (6.08 x 2.94 x 0.29 in) 156.2 g (5.50 oz) Glass front (Gorilla Glass 3), aluminum back, aluminum frame Hybrid Dual SIM (Nano-SIM, dual stand-by) Super AMOLED 6.28 inches, 98.4 cm2 (~85.2% screen-to-body ratio) 1080 x 2280 pixels, 19:9 ratio (~402 ppi density) Corning Gorilla Glass 3 Android 8.1 (Oreo), Funtouch 4 Qualcomm SDM660 Snapdragon 660 (14 nm) Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) Adreno 512 microSDXC (uses shared SIM slot) 64GB 6GB RAM, 128GB 6GB RAM eMMC 5.1 12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF
5 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps 12 MP, f/2.0, (wide), 1/2.8"", 1.28µm 1080p@30fps Yes Yes 32-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS No FM radio microUSB 2.0, OTG Fingerprint (rear-mounted), accelerometer, proximity, compass Li-Ion 3200 mAh, non-removable 18W wired Black, Aurora White, Ruby Red 1725, X21A About 450 EUR "
1821,X20 Plus UD,"GSM / CDMA / HSPA / LTE GSM 900 / 1800 - SIM 1 & SIM 2 CDMA 800 & TD-SCDMA HSDPA 850 / 900 / 1900 / 2100 1, 2, 3, 4, 5, 8, 38, 39, 40, 41 HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps 2018, January Available. Released 2018, January 155.3 x 80.1 x 7.5 mm (6.11 x 3.15 x 0.30 in) 181.5 g (6.42 oz) Glass front, aluminum back, aluminum frame Hybrid Dual SIM (Nano-SIM, dual stand-by) Super AMOLED 6.43 inches, 106.7 cm2 (~85.8% screen-to-body ratio) 1080 x 2160 pixels, 18:9 ratio (~376 ppi density) Android 7.1.1 (Nougat), Funtouch 3.2 Qualcomm SDM660 Snapdragon 660 (14 nm) Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) Adreno 512 microSDXC (uses shared SIM slot) 128GB 4GB RAM eMMC 5.1 12 MP, f/1.8, AF
5 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps 12 MP, f/2.0, (wide), 1/2.8"", 1.28µm  Yes Yes 32-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS No No microUSB 2.0, OTG Fingerprint (under display, optical), accelerometer, proximity, compass Li-Ion 3900 mAh, non-removable 22.5W wired Matte Black, Gold, Rose gold About 550 EUR "
1822,X20,"GSM / CDMA / HSPA / LTE GSM 900 / 1800 - SIM 1 & SIM 2 CDMA 800 & TD-SCDMA HSDPA 850 / 900 / 1900 / 2100 1, 2, 3, 5, 7, 8, 34, 38, 39, 40, 41 1, 2, 3, 4, 5, 8,  - X20A HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps 2017, September Available. Released 2017, October 155.9 x 75.2 x 7.2 mm (6.14 x 2.96 x 0.28 in) 159 g (5.61 oz) Glass front, aluminum back, aluminum frame Hybrid Dual SIM (Nano-SIM, dual stand-by) Super AMOLED 6.01 inches, 93.2 cm2 (~79.5% screen-to-body ratio) 1080 x 2160 pixels, 18:9 ratio (~402 ppi density) Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo), Funtouch 3.2 Qualcomm SDM660 Snapdragon 660 (14 nm) Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) Adreno 512 microSDXC (uses shared SIM slot) 64GB 4GB RAM eMMC 5.1 12 MP, f/1.8, AF
5 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps 12 MP, f/2.0, (wide), 1/2.8"", 1.28µm  Yes Yes 32-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS No No microUSB 2.0, OTG Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass Li-Ion 3250 mAh, non-removable Matte Black, Black/Gold, Gold, Rose gold, Blue, Pink X20A, 1721 About 390 EUR "
1823,Y53,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 40 HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps 2017, March Available. Released 2017, March 144.2 x 71.4 x 7.6 mm (5.68 x 2.81 x 0.30 in) 137 g (4.83 oz) Glass front (Gorilla Glass 3), plastic back, plastic frame Dual SIM (Nano-SIM, dual stand-by) IPS LCD 5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio) 540 x 960 pixels, 16:9 ratio (~220 ppi density) Corning Gorilla Glass 3 Android 6 (Marshmallow), Funtouch 3 Qualcomm MSM8917 Snapdragon 425 (28 nm) Quad-core 1.4 GHz Cortex-A53 Adreno 306 microSDXC (dedicated slot) 16GB 2GB RAM eMMC 5.1 8 MP, f/2.0, AF LED flash, HDR 720p@30fps 5 MP, f/2.2  Yes Yes Wi-Fi 802.11 b/g/n 4.2, A2DP, LE GPS, GLONASS, BDS No FM radio microUSB 2.0, OTG Accelerometer, proximity, compass Li-Ion 2500 mAh, non-removable Crown Gold, Matte Black 1606A About 9000 INR "
1824,Redmi 12,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 7, 8, 20, 28, 38, 40, 41 HSPA, LTE 2023, June 15 Available. Released 2023, June 15 168.6 x 76.3 x 8.2 mm (6.64 x 3.00 x 0.32 in) 198.5 g (7.02 oz) Glass front, plastic frame, glass back Hybrid Dual SIM (Nano-SIM, dual stand-by) IP53, dust and splash resistant IPS LCD, 90Hz, 550 nits (peak) 6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio) 1080 x 2460 pixels (~396 ppi density) Android 13, MIUI 14 Mediatek MT6769H Helio G88 (12nm) Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) Mali-G52 MC2 microSDXC (uses shared SIM slot) 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM eMMC 5.1 50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro) LED flash, HDR 1080p@30fps 8 MP, f/2.1, (wide) 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band 5.3, A2DP, LE GPS, GLONASS, BDS, GALILEO Yes (market/region dependent) Yes FM radio USB Type-C Fingerprint (side-mounted), accelerometer, compass Li-Po 5000 mAh, non-removable 18W wired, PD Midnight Black, Sky Blue, Polar Silver, Moonstone Silver 23053RN02A, 23053RN02Y, 23053RN02I ₹ 9,690 / $ 137.00 / £ 122.55 / € 149.00 AnTuTu: 258006 (v9)
GeekBench: 1303 (v5.1), 1380 (v6)
GFXBench: 9fps (ES 3.1 onscreen) Contrast ratio: 1507:1 Photo / Video -29.9 LUFS (Average) Endurance rating 117h "
1825,13 Ultra,"GSM / CDMA / HSPA / EVDO / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1xEV-DO 1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41, 66 - International 1, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41, 42 - China 1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA - International 1, 3, 5, 8, 28, 38, 40, 41, 77, 78, 79 SA/NSA HSPA, LTE-A, 5G 2023, April 18 Available. Released 2023, April 21 163.2 x 74.6 x 9.1 mm (6.43 x 2.94 x 0.36 in) 227 g (8.01 oz) Glass front (Gorilla Glass Victus), eco leather back, aluminum frame Dual SIM (Nano-SIM, dual stand-by) IP68 dust/water resistant (up to 1.5m for 30 min) LTPO AMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 1300 nits (HBM), 2600 nits (peak) 6.73 inches, 108.9 cm2 (~89.5% screen-to-body ratio) 1440 x 3200 pixels, 20:9 ratio (~522 ppi density) Corning Gorilla Glass Victus Android 13, MIUI 14 Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm) Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510) Adreno 740 No 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM UFS 4.0 50 MP, f/1.9 or f/4.0, 23mm (wide), 1.0""-type, 1.6µm, multi-directional PDAF, Laser AF, OIS
50 MP, f/3.0, 120mm (periscope telephoto), 1/2.51"", Dual-Pixel PDAF, OIS, 5x optical zoom
50 MP, f/1.8, 75mm (telephoto), 1/2.51"", Dual-Pixel PDAF, OIS, 3.2x optical zoom
50 MP, f/1.8, 12mm, 122˚ (ultrawide), 1/2.51"", Dual-Pixel PDAF
TOF 3D, (depth) Leica lenses, Dual-LED flash, HDR, panorama, 67mm filter ring holder (optional) 8K@24fps, 4K@24/30/60fps, 1080p@30/60/120/240/480/960/1920fps, gyro-EIS, Dolby Vision HDR 10-bit rec. (4K@60fps, 1080p) 32 MP, f/2.0, 22mm (wide), 0.7µm HDR, panorama 1080p@30/60fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct 5.3, A2DP, LE, aptX HD, aptX Adaptive GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes Yes No USB Type-C 3.2, DisplayPort, OTG Fingerprint (under display, optical), accelerometer, proximity, gyro, compass, color spectrum, barometer Li-Po 5000 mAh, non-removable 90W wired, PD3.0, QC4, 100% in 35 min (advertised)
50W wireless, 100% in 49 min (advertised)
10W reverse wireless Black, Olive Green, White, Orange, Yellow, Blue 2304FPN6DC, 2304FPN6DG $ 715.50 AnTuTu: 1268538 (v9)
GeekBench: 5049 (v5.1), 5556 (v6)
GFXBench: 110fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -26.0 LUFS (Very good) Endurance rating 108h "
1826,Redmi Note 12,"GSM / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 40, 41 1, 3, 5, 8, 28, 40, 78 SA/NSA HSPA, LTE-A (CA), 5G 2022, October 27 Available. Released 2023, January 11 165.9 x 76.2 x 8 mm (6.53 x 3.00 x 0.31 in) 188 g (6.63 oz) Hybrid Dual SIM (Nano-SIM, dual stand-by) IP53, dust and splash resistant AMOLED, 120Hz, 1200 nits (peak) 6.67 inches, 107.4 cm2 (~85.0% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) Corning Gorilla Glass 3 Android 12, MIUI 14 (International), MIUI 13 (India) Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm) Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55) Adreno 619 microSDXC (uses shared SIM slot) 128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM UFS 2.2 48 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, (macro) Dual-LED dual-tone flash, HDR, panorama 1080p@30fps 13 MP, f/2.5, (wide), 1/3.0"" HDR 1080p@30fps Yes Yes 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band 5.1, A2DP, LE GPS, GLONASS Yes (market/region dependent) Yes Unspecified USB Type-C 2.0, OTG Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 33W wired, 50% in 22 min (advertised) Frosted Green, Matte Black, Mystique Blue 22111317I, 22111317G ₹ 12,341 / $ 179.99 / £ 169.90 / € 183.00 AnTuTu: 360745 (v9)
GeekBench: 1998	(v5.1), 2017 (v6) Contrast ratio: Infinite (nominal) Photo / Video -28.0 LUFS (Good) Active use score 10:58h Endurance rating 101h "
1827,Redmi Note 12 (China),"GSM / CDMA / HSPA / EVDO / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1900 / 2100 CDMA2000 1xEV-DO 1, 3, 5, 7, 8, 34, 38, 39, 40, 41 1, 3, 5, 8, 41, 77, 78 SA/NSA HSPA, LTE-A (CA), 5G 2022, October 27 Available. Released 2022, November 01 165.9 x 76.2 x 8 mm (6.53 x 3.00 x 0.31 in) 188 g (6.63 oz) Dual SIM (Nano-SIM, dual stand-by) IP53, dust and splash resistant Samsung AMOLED, 120Hz, 1200 nits (peak) 6.67 inches, 107.4 cm2 (~85.0% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) Android 12, MIUI 13 Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm) Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55) Adreno 619 No 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM UFS 2.2 48 MP, (wide), 0.8µm, PDAF
2 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30/60fps 8 MP, f/2.0, (wide), 1/4"", 1.12µm HDR 1080p@30fps Yes Yes 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.1, A2DP, LE GPS (L1), GLONASS (G1), BDS (B1), GALILEO (E1) No Yes No USB Type-C 2.0 Fingerprint (side-mounted), accelerometer, gyro, proximity, compass Li-Po 5000 mAh, non-removable 33W wired Black, White, Blue 22101317C About 190 EUR "
1828,12T Pro,"GSM / HSPA / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 48, 66 1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78, 75 SA/NSA HSPA, LTE-A, 5G 2022, October 04 Available. Released 2022, October 06 163.1 x 75.9 x 8.6 mm (6.42 x 2.99 x 0.34 in) 205 g (7.23 oz) Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by) IP53, dust and splash resistant AMOLED, 68B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (peak) 6.67 inches, 107.4 cm2 (~86.7% screen-to-body ratio) 1220 x 2712 pixels, 20:9 ratio (~446 ppi density) Corning Gorilla Glass 5 Android 12, MIUI 13 Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm) Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510) Adreno 730 No 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM UFS 3.1 200 MP, f/1.7, (wide), 1/1.22"", 0.64µm, PDAF, OIS
8 MP, f/2.2, 120˚ (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, (macro) Dual-LED dual-tone flash, HDR, panorama 8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, HDR10+ 20 MP, f/2.2, (wide), 1/3.47"", 0.8µm HDR, panorama 1080p@30/60fps, HDR Yes, with stereo speakers No Tuned by Harman Kardon
24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes (market/region dependent) Yes No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum Li-Po 5000 mAh, non-removable 120W wired, 100% in 19 min (advertised) Black, Silver, Blue 22081212UG, 22081212G 1.08 W/kg (head)     1.07 W/kg (body) 1.00 W/kg (head)     1.00 W/kg (body) $ 589.50 / £ 499.00 / € 427.99 AnTuTu: 1032185 (v9)
GeekBench: 4081 (v5.1)
GFXBench: 65fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -24.1 LUFS (Very good) Endurance rating 91h "
1829,Civi 1S,"GSM / CDMA / HSPA / CDMA2000 / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1x 1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 34, 38, 39, 40, 41, 42 1, 3, 5, 8, 28, 38, 41, 77, 78 SA/NSA HSPA, LTE-A, 5G 2022, April 21 Available. Released 2022, April 21 158.3 x 71.5 x 7 mm (6.23 x 2.81 x 0.28 in) 166 g (5.86 oz) Glass front (Gorilla Glass 5), glass back, aluminum frame Dual SIM (Nano-SIM, dual stand-by) OLED, 1B colors, Dolby Vision, HDR10+, 120Hz, 950 nits (peak) 6.55 inches, 103.6 cm2 (~91.5% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~402 ppi density) Corning Gorilla Glass 5 Android 12, MIUI 13 Qualcomm SM7325-AE Snapdragon 778G+ 5G (6 nm) Octa-core (1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55) Adreno 642L No 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM UFS 2.2 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro) LED flash, HDR, panorama 4K@30fps, 1080p@30/60/120fps, 720p@960fps; gyro-EIS 32 MP, 24mm (wide), 0.8µm, AF HDR, panorama 1080p@30/60fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5) Yes Yes No USB Type-C 2.0, OTG Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum Li-Po 4500 mAh, non-removable 55W wired, QC4, 100% in 45 min (advertised) Black, Blue, Pink, Silver About 330 EUR "
1830,Redmi 10 Power,"GSM / HSPA / LTE GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 HSDPA 850 / 900 / 2100 1, 3, 5, 8, 40, 41 HSPA, LTE-A 2022, April 20 Available. Released 2022, April 30 169.6 x 76.6 x 9.1 mm (6.68 x 3.02 x 0.36 in) 203 g (7.16 oz) Dual SIM (Nano-SIM, dual stand-by) IPS LCD, 400 nits (typ) 6.7 inches, 106.2 cm2 (~81.7% screen-to-body ratio) 720 x 1650 pixels (~269 ppi density) Corning Gorilla Glass 3 Android 11, MIUI 13 Qualcomm SM6225 Snapdragon 680 4G (6 nm) Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) Adreno 610 microSDXC (dedicated slot) 128GB 8GB RAM UFS 2.2 50 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, (depth) LED flash, HDR, panorama 1080p@30fps 5 MP, f/2.0 1080p@30fps Yes Yes Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct 5.0, A2DP, LE GPS, GLONASS, BDS No Yes FM radio USB Type-C 2.0, OTG Fingerprint (rear-mounted), accelerometer, proximity Li-Po 6000 mAh, non-removable 18W wired Sporty Orange, Power Black 1.00 W/kg (head)     0.98 W/kg (body) ₹ 9,739 "
1831,Black Shark 5 Pro,"GSM / CDMA / HSPA / EVDO / LTE / 5G GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 CDMA 800 & TD-SCDMA HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1xEV-DO 1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 28, 34, 38, 39, 40, 41 1, 3, 8, 28, 41, 77, 78, 79 SA/NSA HSPA, LTE-A, 5G 2022, March 30 Available. Released 2022, April 04 163.9 x 76.5 x 9.5 mm (6.45 x 3.01 x 0.37 in) 220 g (7.76 oz) Dual SIM (Nano-SIM, dual stand-by) Physical pop-up gaming triggers OLED, 1B colors, 144Hz, HDR10+ 6.67 inches, 107.4 cm2 (~85.7% screen-to-body ratio) 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) Always-on display Android 12, Joy UI 13 Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) Adreno 730 No 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM UFS 3.1/NVMe SSD 108 MP, f/1.8, (wide), 1/1.52"", 0.7µm, PDAF
13 MP, f/2.4, 120˚ (ultrawide), 1/3.06"", 1.12µm
5 MP, f/2.4, (telephoto macro), AF LED flash, HDR, panorama 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps; HDR10+ 16 MP, (wide), 1/3.06"", 1.0µm HDR 1080p@30fps Yes, with stereo speakers No 24-bit/192kHz audio Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct 5.2, A2DP, LE, aptX HD, aptX Adaptive GPS, GLONASS, GALILEO, QZSS, BDS Yes No USB Type-C 2.0, video output Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer (China only) Li-Po 4650 mAh, non-removable 120W wired, 100% in 15 min (advertised) Black, White SHARK KTUS-H0 About 720 EUR AnTuTu: 876704 (v8), 1007133 (v9)
GeekBench: 3665 (v5.1)
GFXBench: 82fps (ES 3.1 onscreen) Contrast ratio: Infinite (nominal) Photo / Video -24.0 LUFS (Very good) Endurance rating 83h "
